id,dateiso,entry
2326,1987-12-25,"la policia explosiona un paquete bomba dirigido al abogado Gomez Rovira, defensor en Cataluna de los castellanohablantes"
2327,1987-12-27,"la G.C. retiene a 8 km de la carcel a los 7,000 vascos que acudian a Herrera de la Mancha"
2328,1988-01-03,desalojados unos grandes almacenes en la localidad francesa de Tarbes por amenazas de ETA
2329,1988-01-03,encadenamiento de miembros de la Crida por la presencia de Defensa en una muestra infantil
2330,1988-01-09,desactivado en Bilbao un explosivo colocado en el coche de un capitan del Ejercito de Tierra que esta en la reserva
2331,1988-01-15,la Audiencia de Bilbao autoriza la manifestacion convocada por las Gestoras Pro Amnistia para el 23 de enero en Bilbao
2332,1988-01-15,herido de escasa gravedad un policia al estallar un artefacto bajo su coche en Basauri
2333,1988-01-15,la Audiencia de Bilbao autoriza la manifestacion convocada por las Gestoras Pro Amnistia para el 23 de enero en Bilbao
2334,1988-01-17,una bomba de escasa potencia estalla en un concesionario de Citroen en Logrono
2335,1988-01-21,incidentes protagonizados por simpatizantes de ETA en la apertura de las fiestas patronales de San Sebastian
2336,1988-01-24,manifestacion en Bilbao en demanda de amnistia para los presos etarras
2337,1988-01-27,"homenaje en Barcelona al independentista catalan Marti Marco, muerto por la policia en 1979"
2338,1988-01-30,desactivada una bomba bajo el coche de un cabo de la policia en las afueras de Bilbao
2339,1988-02-02,la Crida convoca un boicoteo a la mascota olimpica de Mariscal por sus criticas a Pujol y los catalanes
2340,1988-02-06,HB inicia una campana en Pamplona contra la proxima visita de los Reyes de Espana
2341,1988-02-07,maragall destaca la escasa asistencia a la manifestacion de la Crida contra los organizadores de los JJ OO
2342,1988-02-08,la policia desactiva una bomba en el Banco Pastor de Vigo
2343,1988-02-11,la policia disuelve con violencia una manifestacion de cargos de HB que exhibian en Pamplona pancartas contra los Reyes
2344,1988-02-16,desactivada una bomba colocada por Terra Lliure en una fabrica del dueno de las tierras de Montagut
2345,1988-02-19,denuncia contra la agrupacion Joventut Independentista de Girones por amenazar a una empresa de Gerona
2346,1988-02-23,"HB organiza un homenaje a Txomin Iturbe, etarra muerto en accidente de trafico en Argelia hace un ano"
2347,1988-02-25,"4 personas secuestran en Madrid, en el portal de su domicilio, al empresario Emiliano Revilla [ETAm realizo el secuestro como forma de presionar al Gobierno ante la falta de acuerdo; 725 millones incautados por la policia francesas a ETA son el rescate]"
2348,1988-02-28,"participacion de 2,500 personas en un homenaje a Pedro Pacheco en Sevilla, promovido por Alejandro Rojas Marcos"
2349,1988-02-29,"mas de 30,000 personas celebracn en Manresa el Dia de Andalucia"
2350,1988-02-29,desactivado en Basauri (Vizcaya) un explosivo colocado en los bajos del coche de un policia
2351,1988-03-02,"un artefacto de 1,5 kilos de cloratita explota en la subdelegacion de Hacienda en Castellon"
2352,1988-03-04,HB prueba su capacidad de movilizacion al convocar una huelga general en Guipuzcoa por la muerte del etarra Lopetegui [fracasa la huelga general convocada por HB en Guipuzcoa]
2353,1988-03-04,el MDT prepara acciones contra la Monarquia en el milenario de Cataluna
2354,1988-03-06,"concentracion de 2,000 personas en Tolosa en un homenaje al etarra suicidado en la carcel Lopetegui"
2355,1988-03-08,el Gobierno Civil de Guipuzcoa reconoce un atentado en una instalacion militar en el monte Jaizkibel
2356,1988-03-10,1 policia nacional resulta herido leve al estallar un paquete-bomba en el centro de Bilbao
2357,1988-03-12,ETA vuela unos pabellones del Ejercito en el monte Jaizkibel y pone una bomba en un coche de la policia en Basauri
2358,1988-03-13,protesta de la Crida a la Solidaritat contra Correos de Valencia por el escaso uso de la lengua propia
2359,1988-03-15,"bombardeada con granadas de carga hueca la casa cuartel de la G.C. en Llodio (Alava), con 1 herido leve"
2360,1988-03-15,ataque con explosivos contra un microbus de la Policia Nacional estacionado en Vigo
2361,1988-03-16,Igual sistema de envio de las bombas a la CSIF y a las carceles de Herrera de la Mancha y Daroca
2362,1988-03-18,Terra Lliure hace explosionar un artefacto en el consulado britanico de Barcelona en solidaridad con el Ulster
2363,1988-03-20,"participacion en Mondragon de unas 4,000 personas en un homenaje a Txomin Iturbe"
2364,1988-03-23,HB explica en varias embajadas entranjeras en Madrid su vision sobre el problema del Pais Vasco y las vias de arreglo
2365,1988-03-28,"asesinato a tiros en Durango por 2 individuos del g.c. Ballesteros, de 23 anos de edad"
2366,1988-03-28,asesinato a tiros en Salvatierra (Alava) el general retirado Luis Azkarraga de 81 anos
2367,1988-03-28,heridas 2 mujeres en Madrid al estallar una bomba colocada en una moto 2 horas antes del partido del Real Madrid
2368,1988-03-29,Terra Lliure reivindica la colocacion de2 artefactos de escasa potencia que estallan en Barcelona
2369,1988-03-29,desactivado un falso paquete bomba durante una manifestacion en Pamplona contra el atentado de ETA en Salvatierra
2370,1988-04-04,Inaki Aldekoa impide la quema de una bandera espanola en un mitin de HB con motivo del Aberri Eguna
2371,1988-04-05,"estalla un artefacto en una oficina del Inem de Barcelona, a solo 100m de la Jefatura de Policia"
2372,1988-04-10,homenaje de Pujoly Maragall en la Generalitat al patriota catalan Manuel Carrasco [?]
2373,1988-04-10,explosion en Barcelona de un artefacto ante una delgacion de Hacienda
2374,1988-04-13,4 bombas de escasa potencia estallan en Barcelona sin causar victimas
2375,1988-04-14,lanzados cuatro cocteles molotov contra un concesionario de Peugeot en Zamudio (Vizcaya) que provocaron escasos danos
2376,1988-04-16,"asesinados a tiros en Vitoria, con municion habitual de ETA, 2 policias"
2377,1988-04-18,en libertad los independentistas detenidos el dia 16 cuando realizaban una pintada contra el Rey en Barcelona
2378,1988-04-20,la Crida arria la bandera espanola del Palau de la Generalitat en protesta por la proxima visita del Rey [la Crida entrega a los mossos la bandera robada]
2379,1988-04-22,los independentistas del MDT queman neumaticos para protestar por la visita del Rey [18 detenidos y 1 herido en la manifestacion en Barcelona*]
2380,1988-04-22,Terra Lliure reivindica el artefacto que explosiono en una sucursal del Banco Urquijo-Union en Barcelona
2381,1988-04-23,detenidos 18 miembros de la Crida por lanzar cohetes contra la visita real en el Milenario
2382,1988-04-24, 18 detenidos y 1 herido en la manifestacion convocada por el MDT en Barcelona
2383,1988-04-27,"el fiscal solicita una multa de 300,000 pesetas para un miembro de la Crida acusado de realizar pintadas"
2384,1988-04-29,4 artefactos compuestos de amonal explotan en bares de Bilbao relacionados con el trafico de drogas
2385,1988-05-01,"desactivado un artefacto del grupo terrorista colocado en un juzgado de Vic, Barcelona"
2386,1988-05-01,un atentado paraliza 2 factorias de Elnosa en Pontevedra
2387,1988-05-02,HB tiene previsto una ofensiva diplomatica internacional para una solucion negociada al problema de la violencia
2388,1988-05-02,un artefacto derriba una torre de electricidad a 10km de Santiago
2389,1988-05-03,"estalla un artefacto colocado en el automovil del alcalde de Baracaldo (Vizcaya), el socialista Rodriguez Orrantia"
2390,1988-05-03,1 bomba de Terra Lliure causa por primera vez heridas graves a un g.c. y 1 policia en Barcelona
2391,1988-05-05,un explosivo de mas de tres kilos de amonal causa grandes destrozos en el concesionario de Renault en Oyarzun
2392,1988-05-08,comerciantes de Renteria (Guipuzcoa) reciben cartas anonimas en las que se les conmina a no vender productos franceses
2393,1988-05-08,"1,000 manifestantes reclaman en Barcelona la libertad de Carles Castellanos, acusado de dar polvora a Terra Lliure"
2394,1988-05-09,varios cocteles molotov son arrojados contra un concesionario de automoviles franceses en Bilbao
2395,1988-05-12,3 g.c. resultan heridos leves al estallar una potente bomba en las afueras de Soraluce (Guipuzcoa)
2396,1988-05-13,quema de productos franceses en el Pais Vasco por las Gestoras Proamnistia
2397,1988-05-13,destruido por cocteles molotov un concesionario de Peugeot-Talbot en Pamplona
2398,1988-05-20,"detenido el lider del PSAN, Josep Aixala, por agredir a jovenes que pegaban carteles de CiU en Barcelona"
2399,1988-05-21,5 miembros de la Crida detenidos por boicotear al Rey han trabajado en entidades subvencionadas por la Generalitat
2400,1988-05-21,Terra Lliure reivindica el atentado contra la subestacion de Hidroelectrica Espanola en Benicassim (Castellon)
2401,1988-05-22,nuevas amenazas a comerciantes vascos que venden productos franceses
2402,1988-05-26,"ETA asesina a Sebastian Aizpiri Lejaristi, director del restaurante Chalcha de Eibar (Guipuzcoa)"
2403,1988-05-28,ETA lanza 3 granadas anticarro contra una casa cuartel de la G.C. en Arrigorriaga (Vizcaya) sin causar victimas
2404,1988-05-28,el EGPGC responsable de la voladura del chale de Fraga en Perbes (La Coruna)
2405,1988-06-02,miembros de la extrema izquierda nacionalista intentan agredir al escritor gallego Carlos Casares en un acto publico
2406,1988-06-05,lanzamiento de botellas incendiarias contra un concesionario de Renault en el barrio pamplones de la Chantrea
2407,1988-06-06,el EGPGC reivindica la explosion de un coche bomba frente a una comisaria de Orense en la madrugada del dia 5
2408,1988-06-07,"incidentes enter independentistas y policias durante las fiestas de la Patum de Berga, Barcelona"
2409,1988-06-08,asesinado a tiros en el centro de Elgoibar (Guipuzcoa) el industrial vasco Patxi Zabaleta
2410,1988-06-10,"400 personas se manifiestan para pedir la libertad de C. Castellanos, dirigente del MDT"
2411,1988-06-12,impedidas por la G.C. movilizaciones de las Gestoras Pro Amnistia en favor de los presos de ETA
2412,1988-06-14,estalla una bomba en unos edificios en construccion en el Residencial Tres Carabelas de Benicassim (Castellon)
2413,1988-06-17,"explosion de un artefacto en la calle Rodriguez Arias de Bilbao, sin que se registraran desgracias personales"
2414,1988-06-18,incidentes en Euskadi tras la convocatoria de una jornada de protesta por la muerte del etarra Juan Carlos Alberdi
2415,1988-06-18,"asistencia de unas 1,000 personas a un acto de desagravio organizado por la Crida en Barcelona"
2416,1988-06-19,el Gobierno Civil de Guipuzcoa prohibe la manifestacion convocada por HB contra el trafico de drogas el dia 25 de junio
2417,1988-06-22,misivas con amenazas enviadas a comerciantes de San Sebastian que venden productos franceses [se intensifica la campana contra los comerciantes de San Sebastian que venden productos franceses]
2418,1988-06-22,el Gobierno reconoce que 6 empresas de Castellon han recibido amenazas de impuesto revolucionario de Terra Lliure
2419,1988-06-25,la G.C. desactiva un artefacto con 30k de amonal en un camino vecinal de Hernani (Guipuzcoa)
2420,1988-06-26,manifestacion de unas 500 personas en Bayona en favor de los vascos presos detenidos en Francia
2421,1988-06-29,un miembro de la Crida detenido en Barcelona acusado de rotura de cristales y retrovisores de coches
2422,1988-07-01,el despliegue policial impide incidentes graves en el entierro del presunto etarra Miguel Arrastia
2423,1988-07-02,la Audiencia de Bilbao desestima el recurso de HB contra la prohibicion gubernativa de una manifestacion silenciosa
2424,1988-07-07,"incidentes violentos en el comienzo de los sanfermines, en los que resultaron heridos once policias municipales"
2425,1988-07-09,HB recurre la prohibicion gubernativa de una nueva manifestacion convocada para el 16 de julio en Bilbao
2426,1988-07-09,"manifestacion en Barcelona del MDT por la libertad de C. Castellanos, del IPC, acusado de relacion con Terra Lliure"
2427,1988-07-09,gritos a favor de ETA en una manifestacion en Pamplona a los 10 anos de la muerte de German Rodriguez por la policia
2428,1988-07-10,estalla una bomba compuesta por un kilo de amonal colocada en el bar Erreka de Lezo (Guipuzcoa)
2429,1988-07-16,la Audiencia de Bilbao autoriza la marcha silenciosa de HB convocada bajo el lema Askatasuna (libertad)
2430,1988-07-17,manifestacion multitudinaria de HB con autorizacion judicial en Bilbao bajo el lema Askatasuna (libertad)
2431,1988-07-18,2 heridos leves en 4 atentados de Terra LLiure en Badalona y el Masnou (Barcelona)
2432,1988-07-25,Terra LLiure anuncia que incrementara el numero de atentados de cara a los JJ OO de 1992
2433,1988-07-25,grupos nacionalistas celebraran actos paralelos en el Dia de la Patria Galega
2434,1988-07-25,concentracion de apoyo a los independentistas del Exercito Guerrilleiro encarcelados en Alcala-Meco y Carabanchel
2435,1988-07-25,grupos nacionalistas celebraran actos paralelos en el Dia de la Patria Gallega [los nacionalistas se manifiestan por separado en la celebracion del Dia de Galicia]
2436,1988-07-26,los nacionalistas se manifiestan por separado en la celebracion del Dia de Galicia
2437,1988-07-28,"la escultura de Chillida ""Gure aitaren etxea"" (la casa de nuestro padre) en Gernika, emborronada con vitores a ETA"
2438,1988-07-28,2 bombas estallan en una comisaria y en una sucursal bancaria en el Prat y Barcelona
2439,1988-07-30,herido grave Carlos Bunuel al explotar una bomba trampa de ETA cerca del cuartel de la GC en Cintruenigo (Navarra)
2440,1988-08-01,proyecto del MDT de coordinarse con el independentismo vasco y gallego
2441,1988-08-11,"la estatua ecuestre del general Franco, sufre un atentado con explosivos en Ferrol (La Coruna)"
2442,1988-08-12,doble homenaje en el aniversario del fusilamiento de Blas Infante
2443,1988-08-13,una bomba estalla en el Palacio de Justicia de La Coruna sin provocar danos
2444,1988-08-14,"ETA provoca la explosion de 12 bombas en Cantabria, Alava y La Rioja, en una ofensiva contra intereses franceses"
2445,1988-08-15,la Ertzaintza carga en San Sebastian contra miembros de HB que apedrearon a las autoridades vascas
2446,1988-08-16,concejales de HB colocan por seunda vez la ikurrina en un balcon lateral del Ayuntamiento de San Sebastian
2447,1988-08-19,"una nina de 10 anos herida leve y 2 adultos graves, en un atentado contra el bar Maite de Barcelona"
2448,1988-08-20,5 g.c. y 1 paisano heridos al estallar 2 bombas en Arakaldo (Vizcaya) y Bergara (Guipuzcoa)
2449,1988-08-21,Pelea entre miembros del PNV y de HB al terminar la lectura del pregon que da comienzo a las fiestas de Bilbao
2450,1988-08-22,ETA asesina en Estella (Navarra) con un coche bomba a 2 g.c. de Trafico
2451,1988-08-23,ingreso en prision de 2 jovenes del Grup Valencia d'Accio Nacional por quemar banderas espanolas en edificios
2452,1988-08-25,incendiado en Bilbao un vehiculo Renault 25 frances
2453,1988-08-26,Terra Lliure reivindica la explosion de 2 artefactos en 2 bancos de Barcelona y Hospitalet de Llobregat
2454,1988-08-27,1 bomba destruye el coche de un policia en Bilbao sin cuasar victimas
2455,1988-08-29,2 amenazas de bomba realizadas por ETA interrumpen durante 5 horas el trafico ferroviario en Alava
2456,1988-08-30,el PCPV prepara un Nou d'Octubre reivindicativo y ecologista
2457,1988-08-31,el Exercito Guerrilleiro envia un folleto de 71 folios a los medios de comunicacion en sobres del Gobierno autonomico
2458,1988-09-06,atentado de Terra Lliure contra una sucursal del Banco Espanol Central de Credito en Barcelona
2459,1988-09-07,los partidos catalanes convocan 7 manifestaciones distintas en el centro de Barcelona para la Diada
2460,1988-09-07,explosion de un artefacto de fabricacion casera en una oficina del Inem en Tarragona
2461,1988-09-08,la Crida apremia al Consell para quese supriman los limites del las 4 provincias catalanas
2462,1988-09-08,"7 artefactos de mediana potencia explotan en Santiago de Compostela, La Coruna, El Ferrol y Vigo"
2463,1988-09-09,miles de personas asisten a las celebraciones del Dia de la Region en Etremadura y Asturias
2464,1988-09-10,la Crida sustrae un pendon del rei Jaume I del Museo Militar de Monatjuc de Barcelona [la Crida entrega en Valencia la bandera sustraida]
2465,1988-09-11,los policias de la brigada antiterrorista Martinez y Fonte asesinados por ETA en Izurza
2466,1988-09-11,la conmemoracion de la Diada Nacional de Cataluna tendra un marcado acento independentista [agresiones entre independentistas...*; los destrozos causados por jovenes independentistas en la Diada se saldan con 26 detenidos y 1 policia herido]
2467,1988-09-12,ofrendas florales a Rafael Casanova y recepcion en el Parlamento catalan con motivo de la Diada
2468,1988-09-12,violentos enfrentamientos en el Fossar entre miembros de las dos ramas del MDT en la Diada
2469,1988-09-14,la Generalitat Valenciana hara campana del 750 aniversario de la conquista solo 2 semanas antes del Nou d'Octubre [9/25 - comienza la campana del Nou d'Octubre y del 750 aniversario de la conquista de Valencia]
2470,1988-09-18,"asesinado en Santurtzi (Vizcaya) de un tiro en la cabeza el hijo de un ex concejal del PSOE, Jose Luis Barrios"
2471,1988-09-23,herido de gravedad en Vizcaya el g.c. Talavan al recibir un tiro en la cabeza
2472,1988-09-26,la explosion de una bomba causa cuantiosos danos materiales en una sucursal del Banco Zaragonazo en Valencia
2473,1988-09-27,1 artefacto de escasa potencia explota en una oficina de empleo de Basauri (Vizcaya) causando escasos danos materiales
2474,1988-10-01,independentistas causan incidentes en la votacion de una mocion comunista en favor de C.Castellanos en Santa Coloma
2475,1988-10-03,"4 jovenes lanzan varios cocteles molotov contra un concesionario de Citroen en Bilbao, iincendiando su interior"
2476,1988-10-03,"mas de 100,000 personas participan en Irun (Guipuzcoa) en una marcha en favor del euskera"
2477,1988-10-03,Terra Lliure coloca un artefacto que hace explosion en una cabina telefonica de Barcelona
2478,1988-10-08,"ETA asesina en Bilbao mediante un coche bomba a Ramon Banuelos, presunto traficante de drogas"
2479,1988-10-10,detenida en Valencia una personas que portaba 7 cocteles molotov durante una manifestacion independentista
2480,1988-10-17,un agente de la Ertzaintza muere al explotar una bomba en la linea ferrea de Legazpia (Guipuzcoa)
2481,1988-10-17,1 g.c. muere en Pamplona al explotar un coche bomba al paso de una tanqueta del cuerpo
2482,1988-10-24,"10,000 personas asisten a la celebracion del decimo aniversario de la creacion de HB, con gritos a favor de ETA"
2483,1988-10-24,18 heridos tras una manifestacion en Pamplona pidiendo libertad para 4 detenidos como presuntos colaboradores de ETA
2484,1988-10-26,"7 bombas de fabricacion casera, presuntamente colocadas por el EGPGC, explosionan en La Coruna, Vigo y Lugo"
2485,1988-10-29,estalla un artefacto junto a una sucursal de la Caixa de Catalunya en Barcelona
2486,1988-11-01,"aislamiento de 14 dias para 9 presos de ETA y 7 de los GRAPO internados en la carcel de Almeria, por provocar desordenes"
2487,1988-11-01,ETA prepara huelgas de hambre de sus presos en las carceles francesas para llamar la atencion de la opinion publica
2488,1988-11-02,atentado fallido con una bomba contra la oficina del Inem de Espluges de Llobregat
2489,1988-11-03,ETA lanza 3 granadas contra una casa-cuartel de la G.C. en Galdakao (Vizcaya) sin causar ninguna victima
2490,1988-11-04,unos 25 etarras internos en Herrera de la Mancha (Ciudad Real) causan destrozos en la carcel en senal de protesta [aislados en sus celdas los etarras que provocaron destrozos]
2491,1988-11-05,el industrial vasco Jose Garavilla herido leve al estallarle un paquete bomba que le fue remetido a su domicilio [ETA explica que atento porque no paga el impuesto revolucionario]
2492,1988-11-06,"manifestacion en Perpinan de 1,000 nacionalistas catalanes en el 329 aniversario de la firma de tratado de los Pirineos"
2493,1988-11-09,5 miembros de la Asamblea Anti-represion en huelga de hambre por la detencion de un manifestante en Valencia
2494,1988-11-13,ataque con artefactos incendiarios contra 26 sucursales bancarias en el Pais Vasco
2495,1988-11-19,concentracion de 350 miembros de las Gestoras Pro Amnistia en la Embajada de Francia en Madrid
2496,1988-11-23,1 muerto y mas de 20 heridos en un atentado con coche bomba contra la Direccion General de la G.C. en Madrid
2497,1988-11-24,estallan 4 bombas en Vizcaya y Cantabria en concesionarios de automoviles de marca francesa
2498,1988-11-27,"el blindaje de un ""zeta"" policial hace fracasar una trampa bomba de ETA, causando heridas leves a 3 policias y 1 civil"
2499,1988-11-29, 1 joven herido y 1 muerto al chocar en Ataun (Guipuzcoa) con una barricada de las Gestoras Pro Amnistia
2500,1988-12-04,"el surgimiento de un catolocismo nacionalista, de manifiesto en la marcha a Roma con motivo del milenario de Cataluna"
2501,1988-12-11,"autobuses, camiones y una locomotora de Renfe incendiados en el Pais Vasco tras la extradicion de Juan Carlos Arriaga"
2502,1988-12-11,"reivindicado por Terra Lliure, estalla un artefacto de escasa potencia en una oficina bancaria de Calella"
2503,1988-12-12,manifestacion en el paso fronterizo de Coll de la Manrella en protesta por las agresiones sufridas por un grupo policial
2504,1988-12-13,miembros de Gestoras Pro Amnistia y HB causan incidentes al inicio del congreso sobre derechos humanos en San Sebastian
2505,1988-12-18,la G.C. y la policia impiden una concentracion ante Herrera de la Mancha en apoyo a los presos etarras
2506,1988-12-19,1 policia muerto y otras 4 personas heridas de gravedad al estallar un coche bomba en Eibar contra un convoy
2507,1988-12-23,el dueno de un bar de Zarautz (Guipuzcoa) asesinado de dos disparos en la cabeza
2508,1988-12-24,"2 heridos leves por la bomba puesta por ETAm en la autopista Bilbao-Behobia, al paso de un convoy de la G.C."
2509,1988-12-24,la explosion de una bomba trampa cerca del cuartel de la G.C. en Alsasua causa heridas graves a un cabo
2510,1988-12-27,ETA amenaza de muerte por segunda vez en este mismo ano al empresario vasco Jose Guisasola
2511,1989-01-03,"divisiones en Granada por los actos conmemorativos de la toma de la ciudad, con presencia de nacionalistas andaluces"
2512,1989-01-06,"herido en Bilbao el industrial Antxon Vicuna, socio de Inaki Aseguinolaza, al estallar un paquete bomba"
2513,1989-01-09,"2 artefactos hacen explosion en sendos concesionarios de Citroen y Renault de Logrono, La Rioja"
2514,1989-01-10,desactivado una bomba compuesta por 2 kilos de amonal y colocada en un concesionario Renault en Laguardia (Alava)
2515,1989-01-13,el Gobierno Civil de Vizcaya ha prohibido una manifestacion de HB para el dia 21 a favor de la negociacion
2516,1989-01-14,"la concentracion por la libertad del dirigente de Terra Lliure Pere Bascompte, reune a mas policias que manifestantes"
2517,1989-01-15,un detenido y varios heridos leves en una manifestacion de apoyo a Josu Ternera en Bayona
2518,1989-01-20,la Audiencia de Bilbao autoriza la manifestacion convocada por HB en pro de la negociacion con ETA
2519,1989-01-21,"5 premios de honor de Les Lletres Catalanes piden la libertad del presunto miembro de Terra Lliure, Pere Bascompte"
2520,1989-01-22,"manifestacion multitudinaria en Bilbao a favor de la negociacion con ETA, mientras Montero dice haber sido amenazado"
2521,1989-01-26,las revistas de informacion general editadas en catalan reivindican la vuelta de la ayuda institucional valenciana
2522,1989-01-30,"celebrado en Barcelona un homenaje a Pere Bascompte, considerado maximo dirigente de Terra Lliure"
2523,1989-02-03,el Exercito Guerrilleiro asesina en La Coruna al g.c. Garcia e hiere a su companero Perez
2524,1989-02-08,"los artificieros hicieron estallar una bomba en Vigo, atribuida al EGPG"
2525,1989-02-13,"300 personas se manifiestan en Barcelona contra la extradicion por Francia de Pere Bascompte, lider de Terra Lliure"
2526,1989-02-16,la Crida inicia una campana contra el racismo en Cataluna
2527,1989-02-17,la Associacio de Cantants i Interprets Professionals en Llengua Catalana critica la politica cultura de la Generalitat
2528,1989-02-18,HB distribuira en Euskadi medio millon de tarjetas plastificadas con el contenido de la alternativa KAS
2529,1989-02-18,HB inicia una campana en Euskadi y Navarra a favor de la negociacion Gobierno-ETA
2530,1989-03-02,HB inicia el 12 de marzo una campana europea en favor de la autodeterminacion de Euskadi
2531,1989-03-02,un artefacto casero colocado por Terra Lliure frente a una oficina de turismo francesa en Barcelona no llega a estallar
2532,1989-03-04,"Terra Lliure amenaza con atentar a quienes trabajen ""al servicio del Gobierno frances"" en Cataluna"
2533,1989-03-13,un grupo de jovenes independentistas catalanes quema una bandera espanola en Lerida
2534,1989-03-15,"HB presenta en un coctel en Bilbao la ""Marcha por la autodeterminacion"" hacia Pamplona"
2535,1989-04-08,"un paquete bomba hiere en Irun a Jose Rubio, [profesor y] vecino de un policia y cunado de un g.c."
2536,1989-04-09,"explosion de 10 cargas en la linea ferrea que une Pamplona con Vitoria, cortando el trafico durante 13 horas"
2537,1989-04-09,"envio a la prision de Herrera de la Mancha de un artefacto, que fue explosionado por artificieros"
2538,1989-04-09,"explosion de 10 cargas en la linea ferrea que une Pamplona con Vitoria, cortando el trafico durante 13 horas"
2539,1989-04-11,una carta bomba dirigida contra Julen Elorriaga fue desactivada en la Delegacion del Gobierno Vasco
2540,1989-04-11,un sargento de Infanteria de la Escuela de Alta Montana de Jaca herido por una carta bomba
2541,1989-04-12,"ETA envia 2 nuevos paquetes bomba, uno contra un militar destinado en Jaca y otro contra Barrionuevo en Transportes"
2542,1989-04-12,19 miembros del Consejo de Cultura Valenciano piden que RTVV emita en valenciano
2543,1989-04-13,"2 nuevos envios de paquetes bomba, una contra Enrique Mugica y otro contra Sanchez Sobrino, de Alcala-Meco"
2544,1989-04-13,2 hombres y 1 mujer matan a tiros a un sargento de la g.c. en Getxo (Vizcaya)
2545,1989-04-14,la amenaza etarra de un posible atentado obliga a Renfe a cambiar los trayectos de varias lineas ferroviarias
2546,1989-04-15,"ETA hace estallar un coche bomba al paso de un vehiculo de la GC, hiriendo a 2"
2547,1989-04-16,"ETA reivindica la explosion de un pequeno artefacto en la linea de ferrocarril Madrid-Valencia, a su paso por Cuenca"
2548,1989-04-17,ETA anuncia la colocacion de nuevas bombas en las lineas de Renfe Madrid-Barcelona y Madrid-Burgos [Renfe decide suspender la circulacion de trenes en la linea Madrid-Barcelona]
2549,1989-04-18,desactivado un coche boma con 40 kilos de amonal en la ciudad navarra de Estella
2550,1989-04-19,desactivada en Bilbao una bomba colocada bajo el automovil de un policia cuyo nombre corresponde a las iniciales J.T.G.
2551,1989-04-20,desactivada una bomba colocada en un concesionario Renault de San Sebastian
2552,1989-04-22,"desasctivado un artefacto en el coche de un policia en Vitoria, con un explosivo similar al usado por el comando Eibar"
2553,1989-04-23,escasa participacion ciudadana en la vispera de Sant Jordi
2554,1989-04-24,ETA anuncia la colocacion de 3 nuevos artefactos explosivos en la lineas ferreas Madrid-Burgos y Madrid-Barcelona
2555,1989-04-24,"las manifestaciones convocada con motivo de la Diada de Sant Jordi reunen a menos de 15,000 personas en Cataluna [14 detenidos]"
2556,1989-04-24,varios miles de personas recorren las calles de Valencia en apoyo de la creacion de escuelas en valenciano
2557,1989-04-26,un coman do de ETA asesina en Bilbao a un teniente de Farmacia de 56 anos
2558,1989-04-26,"la izquierda y los nacionalistas celebran el 25 de abril, dia de la derrota del Archiduque Carlos en Almansa, en 1707"
2559,1989-04-28,una bomba explota en las instalaciones de la fabrica Michelin en Lasarte (Guipuzcoa)
2560,1989-04-28,Terra Lliure reivindica el atentado de las oficinas del Banesto en la Travessera de les Corts en Barcelona
2561,1989-04-29,la GC desactiva un artefacto explosivo colocado en la empresa francesa Citroen en Arrigorriaga (Vizcaya)
2562,1989-05-03,un artefacto de 15 kilos de amonal causa danos materiales en el hipermercado Mamut en la localidad de Oyarzun
2563,1989-05-05,celebracion en Barcelona del II Encuentro internacional de Difusion de la Cultura Catalana
2564,1989-05-05,"4 militantes de Terra Lliure reiteran, en unas declaraciones a la ETB sus amenazas a los JJ OO de Barcelona"
2565,1989-05-07,celebracion en Igualada (Barcelona) de las III Jornadas sobre el nacionalismo catalan al final del siglo XX
2566,1989-05-07,estallan 4 bombas en una instalaciones de Enagas en Navarra causando danos materiales por valor de 15 millones
2567,1989-05-08,"la Alianza Libre Europa, que agrupa a 21 partidos nacionalistas, inicia en Euskadisu congreso anual organizado por EA"
2568,1989-05-08,intelectuales nacionalistas echan en falta un proyecto nacional definido en las III Jornadas del nacionalismo catalan
2569,1989-05-09,el funcionario de Alcala-Meco herido por disparos efectuados por 2 terroristas de ETA
2570,1989-05-09,ETA asesina a 2 policias y hiere a otros 2 al estallar una bomba colocada en la comarcal Alcala-Meco de Madrid
2571,1989-05-09,la policia sospecha que una fraccion del grupo Terra Lliure cometio el atentado contra la sede del MDT-IPC
2572,1989-05-10,cortado durante 10 horas el trafico ferroviario en La Rioja tras una amenaza de bomba de ETA
2573,1989-05-10,"los presos de ETA de Alcala-Meco celebraron el atentado de ETA, que fue cometido por un comando sin informacion previa [atentado contra la carcel de Alcala-Meco]"
2574,1989-05-10," estallan tres bombas en concesionarios de Renault de Zarautz y Bilbao, una  de las cuales ocasiona rasgunos a una nina"
2575,1989-05-12,"estallan 3 artefactos de pequena potencia en la linea ferrea Santander-Bilbao, entre Beranga y Cicero"
2576,1989-05-14,4 artefactos explosivos estallan en Guipuzcoa y Navarra sin causar danos humanos aunque si desperfectos materiales
2577,1989-05-15,desactivada en Tudela (Navarra) un coche bomba que contenia 50 kilos de amonal y 150 de metralla
2578,1989-05-19,la Audiencia de Bilbao autoriza manifestaciones contra los ultras por las Gestoras mientras la de Pamplona las prohibe
2579,1989-05-25,la explosion de un coche bomba en Bilbao destroza a 2 artificieros del Cuerpo Nacional y 1 de la Ertzaintza
2580,1989-05-25,cortado el trafico ferroviario entre Vizcaya y Cantabria tras un aviso de bomba  en nombre de ETA
