"","country","year","Wbcode","region","oecd","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","mdi","landlines","mobiles"
"66795","Mauritius",1993,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0137,0.3642,0.2204,0.096,22.6866666666667,0.09744,0.00255
"66732","Mauritius",1994,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.018,0.3638,0.22012,0.104,22.9306666666667,0.11347,0.00512
"66655","Mauritius",1995,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0321,0.3654,0.22103,0.112,23.281,0.13288,0.01042
"66634","Mauritius",1996,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0529,0.3659,0.22222,0.121,23.6373333333333,0.15529,0.02028
"66676","Mauritius",1997,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0786,0.3668,0.22532,0.131,24.104,0.18157,0.03301
"66760","Mauritius",1998,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0865,0.3676,0.22837,0.141,24.5656666666667,0.21228,0.05371
"66802","Mauritius",1999,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.047089,0.0942,0.3681,0.23116,0.151,25.0086666666667,0.22011,0.08741
"66816","Mauritius",2000,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.073791,0.1018,NA,0.23494,0.1164,NA,0.23825,0.15267
"66746","Mauritius",2001,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.131667,0.1083,NA,0.23666,NA,NA,0.249,0.25
"66767","Mauritius",2002,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.103306,0.1488,NA,0.24132,NA,NA,0.26264,0.28719
"66690","Mauritius",2003,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.12285,0.1556,NA,0.24488,NA,NA,0.28517,0.3787
"66921","Mauritius",2004,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.137875,0.1622,NA,0.21111,0.077,NA,0.28694,0.4442
"66739","Mauritius",2005,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.152122,0.1681,NA,0.22249,NA,NA,0.28622,0.52265
"66830","Mauritius",2006,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.184566,0.175,NA,NA,NA,NA,0.28424,0.61447
"66641","Mauritius",2007,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.202522,NA,NA,NA,NA,NA,0.28431,0.73175
"66844","Mauritius",2008,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.220141,NA,NA,NA,NA,NA,0.28454,0.80663
"66809","Mauritius",2009,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.224285,NA,NA,NA,NA,NA,0.29002,0.84068
"66788","Mauritius",2010,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.277778,NA,NA,NA,NA,NA,0.29731,0.91264
"66823","Mauritius",2011,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.342281,NA,NA,NA,NA,NA,NA,0.98403
"66942","Mauritius",2012,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.403852,NA,NA,NA,NA,NA,NA,NA
"66886","Mauritius",2013,"MUS","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1965","Mecklenburg",1815,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","Mecklenburg",1816,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","Mecklenburg",1817,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","Mecklenburg",1818,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","Mecklenburg",1819,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","Mecklenburg",1820,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","Mecklenburg",1821,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","Mecklenburg",1822,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","Mecklenburg",1823,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","Mecklenburg",1824,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","Mecklenburg",1825,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","Mecklenburg",1826,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","Mecklenburg",1827,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","Mecklenburg",1828,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","Mecklenburg",1829,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","Mecklenburg",1830,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","Mecklenburg",1831,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Mecklenburg",1832,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","Mecklenburg",1833,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","Mecklenburg",1834,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868","Mecklenburg",1835,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","Mecklenburg",1836,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","Mecklenburg",1837,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","Mecklenburg",1838,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","Mecklenburg",1839,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","Mecklenburg",1840,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","Mecklenburg",1841,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","Mecklenburg",1842,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","Mecklenburg",1843,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","Mecklenburg",1844,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","Mecklenburg",1845,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","Mecklenburg",1846,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","Mecklenburg",1847,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","Mecklenburg",1848,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Mecklenburg",1849,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","Mecklenburg",1850,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Mecklenburg",1851,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Mecklenburg",1852,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Mecklenburg",1853,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","Mecklenburg",1854,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","Mecklenburg",1855,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","Mecklenburg",1856,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Mecklenburg",1857,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Mecklenburg",1858,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Mecklenburg",1859,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","Mecklenburg",1860,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Mecklenburg",1861,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Mecklenburg",1862,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Mecklenburg",1863,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Mecklenburg",1864,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Mecklenburg",1865,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Mecklenburg",1866,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63484","Mexico",1821,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63435","Mexico",1822,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63379","Mexico",1823,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63323","Mexico",1824,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63330","Mexico",1825,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63043","Mexico",1826,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63050","Mexico",1827,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62665","Mexico",1828,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62672","Mexico",1829,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62679","Mexico",1830,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63071","Mexico",1831,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62385","Mexico",1832,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62420","Mexico",1833,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62966","Mexico",1834,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62882","Mexico",1835,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62700","Mexico",1836,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62707","Mexico",1837,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62805","Mexico",1838,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62812","Mexico",1839,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63015","Mexico",1840,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63022","Mexico",1841,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63218","Mexico",1842,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63134","Mexico",1843,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62476","Mexico",1844,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62483","Mexico",1845,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62371","Mexico",1846,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62301","Mexico",1847,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62280","Mexico",1848,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62252","Mexico",1849,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62399","Mexico",1850,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62497","Mexico",1851,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62259","Mexico",1852,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62245","Mexico",1853,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62287","Mexico",1854,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62406","Mexico",1855,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62539","Mexico",1856,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62546","Mexico",1857,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62462","Mexico",1858,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62574","Mexico",1859,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62770","Mexico",1860,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62980","Mexico",1861,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62987","Mexico",1862,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63274","Mexico",1863,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63344","Mexico",1864,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62910","Mexico",1865,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63365","Mexico",1866,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63281","Mexico",1867,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63309","Mexico",1868,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63246","Mexico",1869,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63155","Mexico",1870,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63162","Mexico",1871,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63505","Mexico",1872,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63491","Mexico",1873,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63260","Mexico",1874,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63078","Mexico",1875,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62896","Mexico",1876,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62994","Mexico",1877,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63001","Mexico",1878,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63008","Mexico",1879,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63295","Mexico",1880,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63302","Mexico",1881,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63316","Mexico",1882,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62749","Mexico",1883,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62756","Mexico",1884,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62378","Mexico",1885,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62315","Mexico",1886,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62329","Mexico",1887,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62588","Mexico",1888,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62595","Mexico",1889,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62819","Mexico",1890,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62826","Mexico",1891,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62833","Mexico",1892,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62840","Mexico",1893,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62952","Mexico",1894,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62959","Mexico",1895,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63057","Mexico",1896,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62973","Mexico",1897,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,NA
"63421","Mexico",1898,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00023,NA
"63400","Mexico",1899,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,NA
"63407","Mexico",1900,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00063,NA
"63477","Mexico",1901,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083,NA
"63512","Mexico",1902,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00102,NA
"63498","Mexico",1903,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00121,NA
"63470","Mexico",1904,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA
"63351","Mexico",1905,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00158,NA
"63386","Mexico",1906,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00177,NA
"62917","Mexico",1907,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00195,NA
"62924","Mexico",1908,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00212,NA
"62931","Mexico",1909,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00229,NA
"62938","Mexico",1910,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00247,NA
"62945","Mexico",1911,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00261,NA
"62861","Mexico",1912,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00275,NA
"62868","Mexico",1913,"MEX","Latin America & Caribbean ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00289,NA
"63456","Mexico",1919,"MEX","Latin America & Caribbean ","Non-OECD",4,10562,1,0,1,2,NA,NA,NA,NA,NA,NA,0.00323,NA
"63358","Mexico",1920,"MEX","Latin America & Caribbean ","Non-OECD",4,15750,1,2,0,7,NA,NA,NA,NA,NA,NA,0.00321,NA
"63176","Mexico",1921,"MEX","Latin America & Caribbean ","Non-OECD",1,3437,1,0,0,0,NA,NA,NA,NA,NA,NA,0.00328,NA
"62889","Mexico",1922,"MEX","Latin America & Caribbean ","Non-OECD",6,12312,6,2,0,1,NA,NA,NA,NA,NA,NA,0.00336,NA
"62693","Mexico",1923,"MEX","Latin America & Caribbean ","Non-OECD",1,9250,2,2,1,2,NA,NA,NA,NA,NA,NA,0.00344,NA
"62511","Mexico",1924,"MEX","Latin America & Caribbean ","Non-OECD",2,5250,2,0,0,0,NA,NA,NA,NA,NA,NA,0.00351,NA
"62518","Mexico",1925,"MEX","Latin America & Caribbean ","Non-OECD",0,3937,2,1,0,3,NA,NA,NA,NA,NA,NA,0.00358,NA
"62525","Mexico",1926,"MEX","Latin America & Caribbean ","Non-OECD",4,12250,9,0,0,5,NA,NA,NA,NA,NA,NA,0.00395,NA
"62623","Mexico",1927,"MEX","Latin America & Caribbean ","Non-OECD",6,11187,1,0,0,0,NA,NA,NA,NA,NA,NA,0.0043,NA
"62630","Mexico",1928,"MEX","Latin America & Caribbean ","Non-OECD",3,4625,1,0,0,1,NA,NA,NA,NA,NA,NA,0.00465,NA
"63029","Mexico",1929,"MEX","Latin America & Caribbean ","Non-OECD",2,6312,3,0,1,2,NA,NA,NA,NA,NA,NA,0.00497,NA
"63036","Mexico",1930,"MEX","Latin America & Caribbean ","Non-OECD",2,5125,4,0,0,2,NA,NA,NA,NA,NA,NA,0.00529,NA
"62763","Mexico",1931,"MEX","Latin America & Caribbean ","Non-OECD",0,1500,1,0,1,1,NA,NA,NA,NA,NA,NA,0.00559,NA
"62581","Mexico",1932,"MEX","Latin America & Caribbean ","Non-OECD",0,4750,2,0,1,0,NA,NA,NA,NA,NA,NA,0.00589,NA
"62784","Mexico",1933,"MEX","Latin America & Caribbean ","Non-OECD",1,2062,1,0,0,0,NA,NA,NA,NA,NA,NA,0.00607,NA
"62602","Mexico",1934,"MEX","Latin America & Caribbean ","Non-OECD",3,5062,3,0,1,0,NA,NA,NA,NA,NA,NA,0.00625,NA
"62609","Mexico",1935,"MEX","Latin America & Caribbean ","Non-OECD",2,4875,3,0,3,1,NA,NA,NA,NA,NA,NA,0.00642,NA
